title,company,location,contract_type,posted_date,company_logo,job_url
Data Scientist,فروشگاه های زنجیره ای افق کوروش | Ofogh Koorosh Chain Stores,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۳ روز پیش),https://thumb2.jobinjacdn.com/trcMoQiPNGzwxWL0TmyHqpwzNho=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/b1338206-6bcd-11e9-83bf-d6b790452c1a_7ab540a2-d050-4304-85cb-43a4ff65847b/main.png,https://jobinja.ir/companies/ofogh-koorosh/jobs/tWFJ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-scientist-%D8%AF%D8%B1-%D9%81%D8%B1%D9%88%D8%B4%DA%AF%D8%A7%D9%87-%D9%87%D8%A7%DB%8C-%D8%B2%D9%86%D8%AC%DB%8C%D8%B1%D9%87-%D8%A7%DB%8C-%D8%A7%D9%81%D9%82-%DA%A9%D9%88%D8%B1%D9%88%D8%B4?_ref=16&_t=352e3132372e3234382e3736
Data Engineer,اسمارتک | Smartech,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۳ روز پیش),https://thumb2.jobinjacdn.com/wrYMUsfs2xj3BPTUbu8oo2cExl8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/41d0bc6f-f561-4908-b92b-9bd59a2d2669/main.png,https://jobinja.ir/companies/smartech/jobs/tW6H/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%85%D8%A7%D8%B1%D8%AA%DA%A9?_ref=16&_t=352e3132372e3234382e3736
برنامه‌نویس ASP.NET (اصفهان),داده پردازی راشین آریا | Data Processing Rashin Ariya,اصفهان، اصفهان,"قرارداد
              پاره‌وقت",(۳۳ روز پیش),https://jobinja.ir/assets/img/logo-placeholder.png,https://jobinja.ir/companies/data-processing-rashin-ariya/jobs/tWqj/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-asp-net-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%DB%8C-%D8%B1%D8%A7%D8%B4%DB%8C%D9%86-%D8%A2%D8%B1%DB%8C%D8%A7?_ref=16&_t=352e3132372e3234382e3736
Software Engineer (Java),مهیمن | Mohaymen,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۴ روز پیش),https://thumb2.jobinjacdn.com/JJj6vyuNR-pVO0KnWuVmrjb3m44=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e70c97d8-60b0-4bcd-9b53-fc017c3477f6/main.png,https://jobinja.ir/companies/mohaymen/jobs/tWt8/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-java-%D8%AF%D8%B1-%D9%85%D9%87%DB%8C%D9%85%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer (مشهد),سرمایه گذاری شکوفا شمال شرق | Shekoofa Shomal Shargh,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت",(۳۴ روز پیش),https://thumb2.jobinjacdn.com/EigZ5XlwQlRjiLO5BBvfyZ2ZpWc=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e8a3f021-4f40-4797-a800-5fb053091a44/main.png,https://jobinja.ir/companies/made-in-iran/jobs/tF3s/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%D8%B4%DA%A9%D9%88%D9%81%D8%A7-%D8%B4%D9%85%D8%A7%D9%84-%D8%B4%D8%B1%D9%82?_ref=16&_t=352e3132372e3234382e3736
People Data Analyst,اسنپ مارکت | Snapp Market,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۴ روز پیش),https://thumb2.jobinjacdn.com/vSTrtxu7FN9UUYRamtvkn4eOLM0=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/ed883770-7e05-429a-b793-0dcd0ea62cbe/main.jpg,https://jobinja.ir/companies/snappmarket/jobs/tS97/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-people-data-analyst-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D9%85%D8%A7%D8%B1%DA%A9%D8%AA?_ref=16&_t=352e3132372e3234382e3736
مهندس داده‌ها (Data Engineering),پژوهشگاه توسعه فناوری‌های پیشرفته خواجه‌ نصیرالدین طوسی | Research Center for Development of Advanced Technologies,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۴ روز پیش),https://thumb2.jobinjacdn.com/DVztfwIcD-JBjXS5j-iJUqKfY5U=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/368a1056-49a0-4d39-bacd-1755a682b225/main.jpg,https://jobinja.ir/companies/research-center-on-developing-advanced-technologies/jobs/te3B/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D8%AF%D8%A7%D8%AF%D9%87-%D9%87%D8%A7-data-engineering-%D8%AF%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%AF%D8%A7%D9%87-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%87%D8%A7%DB%8C-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D8%AE%D9%88%D8%A7%D8%AC%D9%87-%D9%86%D8%B5%DB%8C%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86-%D8%B7%D9%88%D8%B3%DB%8C?_ref=16&_t=352e3132372e3234382e3736
(Software Engineer (Back-End-آقا-قم),پیام رسان ایتا | Eitaa,قم، قم,"قرارداد
              تمام‌وقت",(۳۴ روز پیش),https://thumb2.jobinjacdn.com/6ChLtibFOx94qHI21zSCVms_Hno=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/c9c4246c-cfbf-4a58-95ba-02a916aa216f/main.png,https://jobinja.ir/companies/eitaa/jobs/tJ04/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-back-end-%D8%A2%D9%82%D8%A7-%D9%82%D9%85-%D8%AF%D8%B1-%D9%BE%DB%8C%D8%A7%D9%85-%D8%B1%D8%B3%D8%A7%D9%86-%D8%A7%DB%8C%D8%AA%D8%A7?_ref=16&_t=352e3132372e3234382e3736
Mid Level) Frontend Developer),پردازش اطلاعات مالی آرسس | Aress Financial Data Processing,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۵ روز پیش),https://jobinja.ir/assets/img/logo-placeholder.png,https://jobinja.ir/companies/aress-financial-data-processing/jobs/te5X/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-mid-level-frontend-developer-%D8%AF%D8%B1-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D9%85%D8%A7%D9%84%DB%8C-%D8%A2%D8%B1%D8%B3%D8%B3?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer (Remote),مسترجم | MrGem,تهران، تهران,"قرارداد
              دورکاری",(۳۵ روز پیش),https://thumb2.jobinjacdn.com/s465PTN7oT_5MSzPsMrtBaSwusA=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/99e16c23-bf40-4932-8a76-08621c7143de/main.jpg,https://jobinja.ir/companies/mrgem/jobs/teiQ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-remote-%D8%AF%D8%B1-%D9%85%D8%B3%D8%AA%D8%B1%D8%AC%D9%85?_ref=16&_t=352e3132372e3234382e3736
Software Engineer,ایرانسل لبز | Irancell Labs,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۵ روز پیش),https://thumb2.jobinjacdn.com/J5NYj2juqP8Si_aR8fWFFo5yb2s=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/1da97ed5-3fa5-4087-ab27-9e456bf2dcc6/main.png,https://jobinja.ir/companies/irancell-labs-1/jobs/teKM/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%D8%B3%D9%84-%D9%84%D8%A8%D8%B2?_ref=16&_t=352e3132372e3234382e3736
Software Engineer (TypeScript/Nest.js/React),ارکید فارمد | Orchid Pharmed,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۵ روز پیش),https://thumb2.jobinjacdn.com/ykEszk74Qj0YvItkjerDS7e1fGY=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/81ae6e8a-6908-11eb-9d29-86000088a815_62716670-4018-4f6f-b5a8-632cb2161aaf/main.jpg,https://jobinja.ir/companies/orchidpharmed/jobs/tel9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-typescript-nest-js-react-%D8%AF%D8%B1-%D8%A7%D8%B1%DA%A9%DB%8C%D8%AF-%D9%81%D8%A7%D8%B1%D9%85%D8%AF?_ref=16&_t=352e3132372e3234382e3736
متخصص Data Scientist(اردبیل),ایشاپتل | eshoptell,اردبیل، اردبیل,"قرارداد
              تمام‌وقت",(۳۶ روز پیش),https://thumb2.jobinjacdn.com/qhKk96_SLeT7J0q22vIygtB78EQ=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e2b3d900-bd6d-4f77-8810-bc672e61770b/main.jpg,https://jobinja.ir/companies/eshoptell/jobs/teyg/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-data-scientist-%D8%A7%D8%B1%D8%AF%D8%A8%DB%8C%D9%84-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B4%D8%A7%D9%BE%D8%AA%D9%84?_ref=16&_t=352e3132372e3234382e3736
Golang Software Engineer,هف هشتاد | Hafhashtad,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۶ روز پیش),https://thumb2.jobinjacdn.com/A1-lLbcC7_VzjQOgSxS0Y_oDAGA=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/83872463-83dd-4941-aba8-26400895096c/main.jpg,https://jobinja.ir/companies/hafhashtad/jobs/teEE/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-golang-software-engineer-%D8%AF%D8%B1-%D9%87%D9%81-%D9%87%D8%B4%D8%AA%D8%A7%D8%AF?_ref=16&_t=352e3132372e3234382e3736
Software Engineer (خمینی شهر),کلان داده پویان نوین | Anacav,اصفهان، خمینی شهر,"قرارداد
              تمام‌وقت",(۳۶ روز پیش),https://thumb2.jobinjacdn.com/gedEbiQ9HeEiZ5Sxh0rxoLOJ5qk=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/80696486-1e45-11e9-a721-d6b790452c1a_ffc45e8e-3d5b-4be2-8adf-2e58161269da/main.jpg,https://jobinja.ir/companies/anacav/jobs/teEG/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-%D8%AE%D9%85%DB%8C%D9%86%DB%8C-%D8%B4%D9%87%D8%B1-%D8%AF%D8%B1-%DA%A9%D9%84%D8%A7%D9%86-%D8%AF%D8%A7%D8%AF%D9%87-%D9%BE%D9%88%DB%8C%D8%A7%D9%86-%D9%86%D9%88%DB%8C%D9%86?_ref=16&_t=352e3132372e3234382e3736
(Data Engineer(ETL,شریف کلینیک | Sharif Clinic,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۶ روز پیش),https://thumb2.jobinjacdn.com/bqZxkCAsSEvMole4d7e3g9FOv60=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/8cc96415-88e5-4e99-829e-49637b33f79f/main.png,https://jobinja.ir/companies/sherif-clinic/jobs/tejs/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-etl-%D8%AF%D8%B1-%D8%B4%D8%B1%DB%8C%D9%81-%DA%A9%D9%84%DB%8C%D9%86%DB%8C%DA%A9?_ref=16&_t=352e3132372e3234382e3736
DevOps Engineer,نگاتیو فایو ونچرز | Negative Five Ventures,تهران، تهران,"قرارداد
              دورکاری",(۳۶ روز پیش),https://thumb2.jobinjacdn.com/0Ak4yfpmWt4jxyIEfVZdx564cjA=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/556c805b-e736-4d38-b679-34959632f666/main.png,https://jobinja.ir/companies/negative-five-ventures-1/jobs/temC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-devops-engineer-%D8%AF%D8%B1-%D9%86%DA%AF%D8%A7%D8%AA%DB%8C%D9%88-%D9%81%D8%A7%DB%8C%D9%88-%D9%88%D9%86%DA%86%D8%B1%D8%B2?_ref=16&_t=352e3132372e3234382e3736
(Senior Backend Engineer (Golang / Node.js–Remote,Software Development | DelGate Delivery Solutions,تهران، تهران,"قرارداد
              دورکاری",(۳۶ روز پیش),https://thumb2.jobinjacdn.com/zybgMFwMIQp0CxDqpZ6u0YR-Lak=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/c6cb55b4-f07c-11ea-9c8b-d6b790452c1a_f20067e7-74f1-4c0f-a626-d945043b36c8/main.png,https://jobinja.ir/companies/delgate-delivery-solutions/jobs/tevP/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-backend-engineer-golang-node-js-remote-%D8%AF%D8%B1-software-development?_ref=16&_t=352e3132372e3234382e3736
Senior Full-Stack Engineer (React/Python),چت برگ | Chat Barg,اصفهان، اصفهان,"قرارداد
              دورکاری",(۳۶ روز پیش),https://thumb2.jobinjacdn.com/jJMA5c9zCJFMY99_XvFNdycyPoU=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/79e69032-cc2b-4776-afbf-6662f657d1da/main.jpg,https://jobinja.ir/companies/pioneerdatatech/jobs/tePo/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-full-stack-engineer-react-python-%D8%AF%D8%B1-%DA%86%D8%AA-%D8%A8%D8%B1%DA%AF?_ref=16&_t=352e3132372e3234382e3736
Senior QA Engineer (Remote),Software Development | DelGate Delivery Solutions,تهران، تهران,"قرارداد
              دورکاری",(۳۷ روز پیش),https://thumb2.jobinjacdn.com/zybgMFwMIQp0CxDqpZ6u0YR-Lak=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/c6cb55b4-f07c-11ea-9c8b-d6b790452c1a_f20067e7-74f1-4c0f-a626-d945043b36c8/main.png,https://jobinja.ir/companies/delgate-delivery-solutions/jobs/tevg/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-qa-engineer-remote-%D8%AF%D8%B1-software-development?_ref=16&_t=352e3132372e3234382e3736
Senior Backend Software Engineer (کاشان-AI Platform-Remote),شرکت بهکار سیستم صنعت  | Behkar System Sanat .Co,اصفهان، کاشان,"قرارداد
              دورکاری",(۳۷ روز پیش),https://thumb2.jobinjacdn.com/42rOtqgcfKrA7jDDhTkpAy0Ev-Y=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/ac411515-bf9d-45c0-8687-7ba9610a212b/main.png,https://jobinja.ir/companies/migraven/jobs/te44/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-backend-software-engineer-%DA%A9%D8%A7%D8%B4%D8%A7%D9%86-ai-platform-remote-%D8%AF%D8%B1-%D8%B4%D8%B1%DA%A9%D8%AA-%D8%A8%D9%87%DA%A9%D8%A7%D8%B1-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D8%B5%D9%86%D8%B9%D8%AA?_ref=16&_t=352e3132372e3234382e3736
Software Engineer (کرمان-Mid-level/Senior),وینکس | Wenex,کرمان، کرمان,"قرارداد
              تمام‌وقت",(۳۸ روز پیش),https://thumb2.jobinjacdn.com/dsmNDfq6eWMZWaMpxEna84w6oc4=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/11cc7313-4945-4640-b78d-1b163e178bdf/main.png,https://jobinja.ir/companies/wenex/jobs/te42/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-%DA%A9%D8%B1%D9%85%D8%A7%D9%86-mid-level-senior-%D8%AF%D8%B1-%D9%88%DB%8C%D9%86%DA%A9%D8%B3?_ref=16&_t=352e3132372e3234382e3736
Software Engineer,ژرفاتک | Zharfatech,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۸ روز پیش),https://thumb2.jobinjacdn.com/eEMqwGVsS6Fxt5KV5s6ElU98Gy4=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/a17b26ce-f3cc-402f-904d-7869c255e6da/main.png,https://jobinja.ir/companies/zharfatech/jobs/teaQ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-%D8%AF%D8%B1-%DA%98%D8%B1%D9%81%D8%A7%D8%AA%DA%A9?_ref=16&_t=352e3132372e3234382e3736
متخصص علم داده (Data Scientist),ژرفاتک | Zharfatech,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۸ روز پیش),https://thumb2.jobinjacdn.com/eEMqwGVsS6Fxt5KV5s6ElU98Gy4=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/a17b26ce-f3cc-402f-904d-7869c255e6da/main.png,https://jobinja.ir/companies/zharfatech/jobs/teaX/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87-data-scientist-%D8%AF%D8%B1-%DA%98%D8%B1%D9%81%D8%A7%D8%AA%DA%A9?_ref=16&_t=352e3132372e3234382e3736
Data Engineer,ژرفاتک | Zharfatech,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۸ روز پیش),https://thumb2.jobinjacdn.com/eEMqwGVsS6Fxt5KV5s6ElU98Gy4=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/a17b26ce-f3cc-402f-904d-7869c255e6da/main.png,https://jobinja.ir/companies/zharfatech/jobs/tean/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%DA%98%D8%B1%D9%81%D8%A7%D8%AA%DA%A9?_ref=16&_t=352e3132372e3234382e3736
Data Analyst,میاره | Miare,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۸ روز پیش),https://thumb2.jobinjacdn.com/6axD09npuq8i1qgMmZeWNQuivBI=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/5494586c-c6e3-11e7-ae1c-06a874001fea_acef81b1-5a2a-4286-b0fa-928fef5cddca/main.png,https://jobinja.ir/companies/miare/jobs/tepD/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-analyst-%D8%AF%D8%B1-%D9%85%DB%8C%D8%A7%D8%B1%D9%87?_ref=16&_t=352e3132372e3234382e3736
Data Engineer,فناوران هوشمند راهی نو  | Paybaar,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۸ روز پیش),https://thumb2.jobinjacdn.com/MwyC6c9_EquHyas7U8aVnk9QdwI=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/f9dcc49d-7611-4624-8ae6-42a404517865/main.png,https://jobinja.ir/companies/payrad-1/jobs/tF63/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D8%A7%D9%86-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%B1%D8%A7%D9%87%DB%8C-%D9%86%D9%88?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer (Golang),گروه اسنپ | Snapp Group,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۹ روز پیش),https://thumb2.jobinjacdn.com/8GhQs4aK88HRewqMc-emlSjdhUM=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e1c13d4b-6e85-43f0-a737-6b06578786a1/main.jpg,https://jobinja.ir/companies/snapp-group-1/jobs/tekW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-golang-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D8%A7%D8%B3%D9%86%D9%BE?_ref=16&_t=352e3132372e3234382e3736
Senior Front-End Engineer,اسنپ مارکت | Snapp Market,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۹ روز پیش),https://thumb2.jobinjacdn.com/vSTrtxu7FN9UUYRamtvkn4eOLM0=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/ed883770-7e05-429a-b793-0dcd0ea62cbe/main.jpg,https://jobinja.ir/companies/snappmarket/jobs/teO8/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-front-end-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D9%85%D8%A7%D8%B1%DA%A9%D8%AA?_ref=16&_t=352e3132372e3234382e3736
Data Engineer Team Lead,اسمارتک | Smartech,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۹ روز پیش),https://thumb2.jobinjacdn.com/wrYMUsfs2xj3BPTUbu8oo2cExl8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/41d0bc6f-f561-4908-b92b-9bd59a2d2669/main.png,https://jobinja.ir/companies/smartech/jobs/teOY/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-team-lead-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%85%D8%A7%D8%B1%D8%AA%DA%A9?_ref=16&_t=352e3132372e3234382e3736
Backend Software Engineer(آقا-java),رصد | RasadCo,تهران، تهران,"قرارداد
              تمام‌وقت",(۳۹ روز پیش),https://thumb2.jobinjacdn.com/MCO-_8ohkBwGYiDKwg6bQ16ptUA=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bad0361-8398-4a7a-a791-3b1479a37b04/main.jpg,https://jobinja.ir/companies/rasadco/jobs/tFQz/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-backend-software-engineer-%D8%A2%D9%82%D8%A7-java-%D8%AF%D8%B1-%D8%B1%D8%B5%D8%AF?_ref=16&_t=352e3132372e3234382e3736
Prompt Engineer,اکسون | Axon,تهران، تهران,"قرارداد
              تمام‌وقت",(۴۰ روز پیش),https://thumb2.jobinjacdn.com/2sI8ydYoXAdzLOfUuZJObBd4_Dc=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/6ec7df3d-b1a7-4f8e-b591-9c00b48795b2/main.jpg,https://jobinja.ir/companies/axon-9/jobs/tewO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-prompt-engineer-%D8%AF%D8%B1-%D8%A7%DA%A9%D8%B3%D9%88%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer (Java),ازکی وام | Azki Vam,تهران، تهران,"قرارداد
              تمام‌وقت",(۴۰ روز پیش),https://thumb2.jobinjacdn.com/70l5wkWLwcqk32gorKvCxAU_WYI=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/92fbb4b9-9bc5-4a16-b969-2f66b777165d/main.png,https://jobinja.ir/companies/azkivam/jobs/tewb/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-java-%D8%AF%D8%B1-%D8%A7%D8%B2%DA%A9%DB%8C-%D9%88%D8%A7%D9%85?_ref=16&_t=352e3132372e3234382e3736
Front-End Engineer Lead - SnappSarmayeh,اسنپ پی | Snapp Pay,تهران، تهران,"قرارداد
              تمام‌وقت",(۴۰ روز پیش),https://thumb2.jobinjacdn.com/rj6wQQXqVf1qTqZfx-Zqyd0LGUQ=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/fc94675b-bebc-4e9f-a6f7-8cbe63f18daf/main.jpg,https://jobinja.ir/companies/snapp-pay/jobs/teHl/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-front-end-engineer-lead-snappsarmayeh-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D9%BE%DB%8C?_ref=16&_t=352e3132372e3234382e3736
